user_id,movie_id,watch_timestamp,watch_duration,completed,device_type,watch_hour,watch_day_of_week
U0001,M0522,2023-08-01 02:06:31.582395,15.01,False,Tablet,10,Tuesday
U0001,M0883,2024-01-17 02:06:31.582395,144.01,True,Mobile,16,Tuesday
U0001,M0236,2024-08-29 02:06:31.582395,81.81,False,Tablet,7,Monday
U0001,M0970,2024-05-28 02:06:31.582395,64.79,False,Tablet,2,Sunday
U0001,M0940,2024-07-07 02:06:31.582395,57.87,False,Mobile,15,Saturday
U0001,M0781,2024-12-13 02:06:31.582395,7.17,False,Tablet,13,Monday
U0001,M0674,2024-09-05 02:06:31.582395,66.82,False,Mobile,19,Friday
U0001,M0929,2024-11-26 02:06:31.582395,36.09,False,SmartTV,20,Saturday
U0001,M0524,2024-05-25 02:06:31.582395,119.87,True,Web,1,Sunday
U0002,M0466,2023-06-07 02:06:31.582403,69.4,False,Web,17,Sunday
U0002,M0548,2024-07-17 02:06:31.582403,73.98,False,Web,22,Thursday
U0002,M0150,2023-02-15 02:06:31.582403,16.05,False,SmartTV,0,Wednesday
U0002,M0731,2023-10-20 02:06:31.582403,92.49,False,Web,17,Friday
U0002,M0996,2023-11-08 02:06:31.582403,70.55,False,Mobile,5,Thursday
U0002,M0666,2023-03-14 02:06:31.582403,87.36,False,Tablet,3,Wednesday
U0002,M0005,2024-07-08 02:06:31.582403,27.24,False,Mobile,12,Tuesday
U0002,M0123,2024-02-02 02:06:31.582403,114.06,False,SmartTV,22,Wednesday
U0002,M0088,2023-02-09 02:06:31.582403,92.7,False,Mobile,20,Sunday
U0002,M0481,2024-09-09 02:06:31.582403,75.22,False,Tablet,14,Saturday
U0002,M0470,2024-06-16 02:06:31.582403,156.52,True,SmartTV,15,Monday
U0002,M0567,2024-04-17 02:06:31.582403,100.55,False,Tablet,18,Thursday
U0002,M0846,2025-05-25 02:06:31.582403,56.54,False,SmartTV,22,Friday
U0002,M0374,2023-04-17 02:06:31.582403,112.45,False,SmartTV,3,Thursday
U0002,M0485,2024-08-25 02:06:31.582403,63.07,False,Web,16,Thursday
U0002,M0000,2023-12-24 02:06:31.582403,115.39,True,SmartTV,8,Thursday
U0002,M0283,2025-07-04 02:06:31.582403,56.41,False,Web,14,Sunday
U0002,M0812,2023-03-07 02:06:31.582403,18.4,False,Web,22,Friday
U0002,M0683,2025-03-21 02:06:31.582403,44.78,False,SmartTV,6,Tuesday
U0002,M0450,2024-07-22 02:06:31.582403,79.45,False,Web,21,Tuesday
U0003,M0435,2025-11-12 02:06:31.582407,87.74,False,SmartTV,16,Friday
U0003,M0735,2025-10-26 02:06:31.582407,86.67,False,Mobile,11,Friday
U0003,M0816,2025-03-21 02:06:31.582407,73.49,False,Tablet,21,Saturday
U0003,M0792,2026-05-19 02:06:31.582407,114.01,False,Web,13,Sunday
U0003,M0263,2023-11-29 02:06:31.582407,63.49,False,Mobile,12,Tuesday
U0003,M0991,2024-01-09 02:06:31.582407,93.86,False,SmartTV,8,Sunday
U0003,M0410,2026-01-28 02:06:31.582407,19.9,False,Web,21,Wednesday
U0003,M0618,2024-04-13 02:06:31.582407,94.48,False,Web,6,Sunday
U0003,M0181,2025-05-23 02:06:31.582407,8.79,False,Tablet,3,Friday
U0003,M0264,2026-04-22 02:06:31.582407,69.61,False,SmartTV,23,Saturday
U0003,M0630,2025-06-12 02:06:31.582407,40.79,False,Web,22,Saturday
U0003,M0949,2024-01-03 02:06:31.582407,155.07,True,Tablet,13,Sunday
U0003,M0926,2026-08-11 02:06:31.582407,86.65,False,Mobile,0,Saturday
U0003,M0975,2024-07-30 02:06:31.582407,23.26,False,Tablet,7,Saturday
U0003,M0595,2025-11-06 02:06:31.582407,100.06,False,Web,18,Friday
U0003,M0004,2025-12-11 02:06:31.582407,87.21,False,SmartTV,9,Thursday
U0003,M0989,2024-05-15 02:06:31.582407,127.72,True,Mobile,5,Tuesday
U0003,M0658,2025-12-07 02:06:31.582407,70.73,False,Tablet,1,Thursday
U0004,M0414,2023-12-29 02:06:31.582410,66.23,False,SmartTV,5,Friday
U0004,M0718,2025-08-01 02:06:31.582410,33.48,False,Web,14,Saturday
U0004,M0650,2025-11-02 02:06:31.582410,16.77,False,SmartTV,10,Friday
U0004,M0946,2023-05-10 02:06:31.582410,81.61,False,Web,15,Sunday
U0004,M0924,2024-10-25 02:06:31.582410,76.96,False,Mobile,22,Wednesday
U0004,M0877,2024-09-07 02:06:31.582410,25.1,False,SmartTV,16,Monday
U0004,M0558,2025-06-01 02:06:31.582410,71.09,False,Tablet,17,Friday
U0004,M0173,2024-05-05 02:06:31.582410,16.63,False,SmartTV,6,Saturday
U0004,M0818,2024-02-21 02:06:31.582410,40.23,False,Web,6,Sunday
U0004,M0302,2024-12-11 02:06:31.582410,67.19,False,Mobile,3,Saturday
U0004,M0905,2024-03-07 02:06:31.582410,54.22,False,SmartTV,1,Saturday
U0004,M0219,2025-09-10 02:06:31.582410,33.26,False,Mobile,12,Wednesday
U0004,M0425,2024-09-22 02:06:31.582410,129.44,False,Mobile,16,Sunday
U0004,M0299,2025-05-15 02:06:31.582410,57.99,False,Tablet,15,Monday
U0004,M0926,2024-01-16 02:06:31.582410,112.05,True,SmartTV,10,Friday
U0004,M0990,2023-06-11 02:06:31.582410,110.02,True,SmartTV,17,Friday
U0004,M0356,2023-03-26 02:06:31.582410,81.29,False,SmartTV,21,Saturday
U0004,M0585,2025-05-19 02:06:31.582410,23.62,False,Tablet,3,Tuesday
U0004,M0783,2024-09-19 02:06:31.582410,94.6,False,Tablet,20,Sunday
U0004,M0087,2025-11-05 02:06:31.582410,14.18,False,SmartTV,0,Thursday
U0004,M0059,2025-03-22 02:06:31.582410,41.78,False,Mobile,2,Monday
U0005,M0847,2024-07-11 02:06:31.582414,96.55,False,Mobile,18,Sunday
U0005,M0213,2024-08-31 02:06:31.582414,106.98,True,Tablet,12,Thursday
U0005,M0057,2025-10-17 02:06:31.582414,58.5,False,Web,0,Thursday
U0005,M0453,2025-11-30 02:06:31.582414,17.47,False,Mobile,20,Saturday
U0005,M0079,2025-10-05 02:06:31.582414,13.34,False,Mobile,22,Sunday
U0005,M0237,2024-03-25 02:06:31.582414,43.91,False,Mobile,9,Sunday
U0005,M0449,2025-12-13 02:06:31.582414,41.13,False,Mobile,9,Sunday
U0005,M0899,2026-08-16 02:06:31.582414,39.38,False,Tablet,21,Monday
U0005,M0413,2025-05-10 02:06:31.582414,20.02,False,SmartTV,4,Saturday
U0005,M0000,2025-02-14 02:06:31.582414,94.8,False,Web,20,Tuesday
U0005,M0296,2024-11-11 02:06:31.582414,74.7,False,Web,0,Friday
U0005,M0991,2026-06-24 02:06:31.582414,78.59,False,Mobile,1,Monday
U0005,M0197,2025-08-19 02:06:31.582414,74.58,False,Mobile,9,Tuesday
U0005,M0586,2026-02-15 02:06:31.582414,104.49,False,Web,6,Thursday
U0005,M0381,2026-07-26 02:06:31.582414,75.32,False,SmartTV,5,Tuesday
U0005,M0939,2024-08-24 02:06:31.582414,81.16,False,Web,6,Monday
U0005,M0506,2024-07-14 02:06:31.582414,86.16,False,Mobile,17,Thursday
U0005,M0866,2025-11-01 02:06:31.582414,85.72,False,Web,21,Monday
U0005,M0813,2024-09-23 02:06:31.582414,14.33,False,Tablet,10,Wednesday
U0005,M0829,2024-05-21 02:06:31.582414,101.42,False,SmartTV,3,Wednesday
U0005,M0399,2025-10-06 02:06:31.582414,14.77,False,SmartTV,10,Thursday
U0006,M0846,2025-05-05 02:06:31.582416,38.29,False,Web,22,Friday
U0006,M0675,2024-07-04 02:06:31.582416,80.3,False,Web,10,Thursday
U0006,M0887,2024-07-20 02:06:31.582416,5.62,False,SmartTV,7,Saturday
U0006,M0732,2026-02-25 02:06:31.582416,72.82,False,Web,11,Tuesday
U0006,M0411,2025-12-25 02:06:31.582416,86.75,False,Tablet,14,Thursday
U0006,M0615,2025-01-31 02:06:31.582416,97.04,False,Tablet,17,Monday
U0006,M0522,2024-07-27 02:06:31.582416,91.29,False,Mobile,8,Sunday
U0006,M0771,2026-05-25 02:06:31.582416,17.84,False,SmartTV,8,Saturday
U0006,M0439,2026-07-25 02:06:31.582416,94.34,False,Mobile,0,Sunday
U0006,M0437,2025-07-02 02:06:31.582416,70.54,False,Tablet,18,Tuesday
U0006,M0494,2026-08-15 02:06:31.582416,8.51,False,Web,17,Friday
U0006,M0673,2025-05-27 02:06:31.582416,77.44,False,SmartTV,11,Thursday
U0006,M0961,2024-09-14 02:06:31.582416,95.24,False,Web,4,Thursday
U0006,M0617,2025-06-26 02:06:31.582416,59.88,False,Tablet,11,Friday
U0006,M0885,2024-02-09 02:06:31.582416,76.83,False,SmartTV,16,Tuesday
U0006,M0207,2025-04-30 02:06:31.582416,25.28,False,SmartTV,23,Saturday
U0006,M0819,2025-06-08 02:06:31.582416,120.22,True,Mobile,7,Sunday
U0006,M0280,2025-06-12 02:06:31.582416,29.14,False,Web,11,Tuesday
U0007,M0340,2024-04-12 02:06:31.582419,72.31,False,Web,12,Thursday
U0007,M0604,2026-09-25 02:06:31.582419,50.08,False,Mobile,1,Saturday
U0007,M0359,2025-01-25 02:06:31.582419,15.82,False,Web,23,Wednesday
U0007,M0171,2025-10-13 02:06:31.582419,79.08,False,SmartTV,12,Saturday
U0007,M0766,2025-03-22 02:06:31.582419,49.71,False,Mobile,16,Wednesday
U0007,M0730,2025-03-20 02:06:31.582419,141.48,True,SmartTV,16,Thursday
U0007,M0211,2025-02-24 02:06:31.582419,96.88,False,Web,15,Sunday
U0007,M0025,2025-07-06 02:06:31.582419,109.02,False,Mobile,16,Tuesday
U0007,M0358,2025-05-24 02:06:31.582419,23.05,False,Mobile,16,Saturday
U0007,M0538,2024-12-12 02:06:31.582419,30.94,False,SmartTV,5,Wednesday
U0007,M0699,2025-11-06 02:06:31.582419,79.28,False,Mobile,21,Tuesday
U0007,M0381,2025-04-28 02:06:31.582419,93.3,False,Mobile,15,Saturday
U0007,M0885,2025-07-03 02:06:31.582419,56.93,False,SmartTV,20,Sunday
U0007,M0202,2025-04-24 02:06:31.582419,7.32,False,Mobile,4,Friday
U0007,M0607,2025-10-27 02:06:31.582419,24.38,False,Mobile,18,Tuesday
U0007,M0847,2024-04-26 02:06:31.582419,24.17,False,SmartTV,16,Thursday
U0007,M0709,2025-11-03 02:06:31.582419,99.29,True,Mobile,23,Saturday
U0007,M0543,2026-01-06 02:06:31.582419,108.85,False,Mobile,6,Thursday
U0007,M0493,2025-11-11 02:06:31.582419,136.16,True,Tablet,5,Tuesday
U0007,M0216,2026-06-28 02:06:31.582419,51.3,False,SmartTV,18,Sunday
U0007,M0361,2026-04-24 02:06:31.582419,28.93,False,Web,5,Saturday
U0007,M0535,2026-01-31 02:06:31.582419,51.94,False,Tablet,19,Friday
U0007,M0078,2024-05-09 02:06:31.582419,35.26,False,Tablet,4,Monday
U0008,M0681,2023-02-11 02:06:31.582421,27.55,False,Tablet,4,Friday
U0008,M0147,2023-05-04 02:06:31.582421,22.26,False,Mobile,17,Friday
U0008,M0590,2025-03-06 02:06:31.582421,19.8,False,Tablet,21,Tuesday
U0008,M0943,2025-08-06 02:06:31.582421,73.5,False,Mobile,21,Saturday
U0008,M0434,2024-04-11 02:06:31.582421,45.84,False,Web,1,Saturday
U0008,M0402,2024-07-21 02:06:31.582421,66.33,False,Tablet,12,Wednesday
U0008,M0481,2024-09-20 02:06:31.582421,100.96,False,Mobile,13,Tuesday
U0008,M0133,2023-10-13 02:06:31.582421,55.48,False,SmartTV,2,Wednesday
U0008,M0911,2024-09-29 02:06:31.582421,105.07,False,Tablet,8,Tuesday
U0008,M0497,2023-01-31 02:06:31.582421,60.76,False,Mobile,18,Friday
U0008,M0578,2023-05-26 02:06:31.582421,77.84,False,Tablet,20,Tuesday
U0008,M0258,2024-12-30 02:06:31.582421,99.35,False,Tablet,11,Monday
U0008,M0971,2023-07-03 02:06:31.582421,57.4,False,Web,8,Sunday
U0008,M0432,2024-07-27 02:06:31.582421,44.5,False,Web,19,Wednesday
U0008,M0474,2024-12-22 02:06:31.582421,51.2,False,SmartTV,13,Friday
U0008,M0464,2025-04-07 02:06:31.582421,73.75,False,SmartTV,11,Friday
U0008,M0551,2024-08-16 02:06:31.582421,62.05,False,Web,18,Wednesday
U0008,M0845,2025-03-28 02:06:31.582421,94.17,False,SmartTV,21,Monday
U0008,M0231,2025-03-01 02:06:31.582421,32.41,False,SmartTV,3,Tuesday
U0009,M0825,2024-10-04 02:06:31.582424,56.48,False,Web,17,Friday
U0009,M0382,2025-04-15 02:06:31.582424,85.38,False,Mobile,5,Thursday
U0009,M0244,2026-01-14 02:06:31.582424,75.11,False,Mobile,4,Thursday
U0009,M0970,2025-12-06 02:06:31.582424,85.8,False,Mobile,2,Wednesday
U0009,M0491,2023-12-16 02:06:31.582424,56.61,False,Mobile,23,Thursday
U0009,M0543,2025-12-11 02:06:31.582424,129.48,True,Web,22,Friday
U0009,M0177,2023-06-30 02:06:31.582424,126.3,True,SmartTV,20,Thursday
U0009,M0327,2024-07-25 02:06:31.582424,6.45,False,Web,6,Monday
U0009,M0312,2025-07-13 02:06:31.582424,62.28,False,SmartTV,19,Tuesday
U0009,M0503,2025-03-23 02:06:31.582424,9.31,False,SmartTV,20,Monday
U0009,M0171,2026-01-26 02:06:31.582424,26.43,False,Web,12,Wednesday
U0009,M0936,2025-03-18 02:06:31.582424,38.79,False,SmartTV,16,Monday
U0009,M0507,2025-05-26 02:06:31.582424,115.5,False,Mobile,17,Wednesday
U0009,M0678,2025-05-15 02:06:31.582424,102.14,False,Web,11,Sunday
U0009,M0802,2024-02-10 02:06:31.582424,25.54,False,SmartTV,14,Thursday
U0009,M0242,2024-12-11 02:06:31.582424,5.5,False,SmartTV,13,Friday
U0009,M0551,2023-08-20 02:06:31.582424,70.88,False,Web,10,Monday
U0009,M0569,2025-08-02 02:06:31.582424,86.77,False,Web,17,Sunday
U0009,M0535,2025-07-23 02:06:31.582424,83.74,False,Tablet,12,Friday
U0009,M0260,2024-09-09 02:06:31.582424,95.98,False,Web,14,Saturday
U0009,M0897,2024-08-16 02:06:31.582424,86.7,True,Mobile,15,Monday
U0009,M0688,2024-01-22 02:06:31.582424,15.56,False,SmartTV,21,Saturday
U0009,M0299,2023-12-24 02:06:31.582424,118.07,False,Tablet,11,Friday
U0009,M0278,2024-11-01 02:06:31.582424,6.12,False,Web,7,Wednesday
U0009,M0212,2023-08-06 02:06:31.582424,60.09,False,Web,2,Friday
U0009,M0442,2025-12-11 02:06:31.582424,32.39,False,Web,11,Tuesday
U0009,M0902,2025-11-03 02:06:31.582424,84.27,False,SmartTV,23,Saturday
U0009,M0498,2025-12-10 02:06:31.582424,106.23,True,Tablet,23,Tuesday
U0010,M0241,2024-05-19 02:06:31.582426,74.65,False,Web,6,Tuesday
U0010,M0586,2024-04-16 02:06:31.582426,117.04,False,Web,4,Sunday
U0010,M0222,2024-01-09 02:06:31.582426,17.36,False,Mobile,21,Saturday
U0010,M0048,2025-02-07 02:06:31.582426,54.81,False,Mobile,15,Wednesday
U0010,M0774,2025-06-18 02:06:31.582426,38.56,False,Web,15,Tuesday
U0010,M0226,2025-11-12 02:06:31.582426,111.82,True,Web,12,Tuesday
U0010,M0315,2025-10-29 02:06:31.582426,91.93,False,Mobile,16,Sunday
U0010,M0799,2024-11-28 02:06:31.582426,55.97,False,Mobile,16,Wednesday
U0010,M0033,2024-10-29 02:06:31.582426,106.17,False,SmartTV,14,Monday
U0010,M0745,2025-09-06 02:06:31.582426,70.02,False,Web,22,Monday
U0010,M0007,2023-10-04 02:06:31.582426,68.98,False,Tablet,18,Monday
U0010,M0265,2024-08-20 02:06:31.582426,50.64,False,Web,5,Friday
U0010,M0447,2024-06-17 02:06:31.582426,34.65,False,Tablet,19,Wednesday
U0010,M0259,2024-09-30 02:06:31.582426,26.36,False,Tablet,6,Thursday
U0010,M0444,2025-09-08 02:06:31.582426,108.63,False,Web,12,Wednesday
U0010,M0775,2024-12-26 02:06:31.582426,24.51,False,SmartTV,18,Saturday
U0010,M0073,2024-05-13 02:06:31.582426,100.92,False,Web,7,Friday
U0010,M0683,2024-12-07 02:06:31.582426,113.51,False,SmartTV,4,Sunday
U0010,M0401,2026-05-31 02:06:31.582426,87.36,False,Tablet,0,Tuesday
U0010,M0344,2024-11-26 02:06:31.582426,62.24,False,Web,15,Wednesday
U0010,M0906,2024-06-04 02:06:31.582426,34.44,False,Mobile,12,Monday
U0011,M0745,2026-07-27 02:06:31.582428,25.5,False,SmartTV,8,Thursday
U0011,M0481,2026-12-26 02:06:31.582428,80.12,False,Tablet,23,Wednesday
U0011,M0653,2025-05-12 02:06:31.582428,38.79,False,Web,11,Monday
U0011,M0446,2025-10-14 02:06:31.582428,18.08,False,SmartTV,18,Friday
U0011,M0499,2026-06-15 02:06:31.582428,94.74,False,SmartTV,9,Wednesday
U0011,M0214,2025-07-17 02:06:31.582428,72.06,False,Tablet,23,Thursday
U0011,M0626,2027-02-15 02:06:31.582428,14.11,False,Web,14,Saturday
U0011,M0789,2027-04-25 02:06:31.582428,24.51,False,SmartTV,20,Sunday
U0011,M0706,2027-03-27 02:06:31.582428,34.07,False,Tablet,2,Monday
U0011,M0183,2025-01-31 02:06:31.582428,35.52,False,Web,10,Saturday
U0011,M0274,2025-06-13 02:06:31.582428,89.83,False,Tablet,8,Thursday
U0011,M0229,2026-10-27 02:06:31.582428,106.6,False,Web,23,Friday
U0011,M0475,2026-02-03 02:06:31.582428,160.57,True,Tablet,5,Tuesday
U0011,M0055,2027-01-10 02:06:31.582428,7.54,False,SmartTV,21,Wednesday
U0011,M0112,2027-04-09 02:06:31.582428,89.46,False,Mobile,6,Tuesday
U0011,M0025,2025-09-29 02:06:31.582428,17.08,False,Mobile,15,Friday
U0011,M0814,2024-10-13 02:06:31.582428,8.77,False,Tablet,16,Sunday
U0011,M0011,2024-11-12 02:06:31.582428,19.14,False,SmartTV,2,Saturday
U0011,M0966,2027-03-30 02:06:31.582428,90.22,False,Web,7,Tuesday
U0011,M0379,2026-09-13 02:06:31.582428,47.72,False,SmartTV,4,Friday
U0012,M0882,2026-10-30 02:06:31.582431,19.77,False,Mobile,21,Wednesday
U0012,M0477,2026-11-22 02:06:31.582431,118.6,True,Tablet,14,Sunday
U0012,M0896,2025-12-29 02:06:31.582431,89.15,True,Tablet,4,Saturday
U0012,M0902,2025-12-28 02:06:31.582431,29.46,False,Tablet,20,Saturday
U0012,M0653,2026-04-06 02:06:31.582431,87.13,False,Tablet,16,Saturday
U0012,M0846,2026-04-09 02:06:31.582431,59.13,False,Web,15,Friday
U0012,M0997,2025-02-11 02:06:31.582431,123.56,False,Tablet,9,Wednesday
U0012,M0357,2025-08-20 02:06:31.582431,38.39,False,Web,0,Monday
U0012,M0821,2025-12-11 02:06:31.582431,102.96,False,SmartTV,11,Wednesday
U0012,M0756,2025-10-17 02:06:31.582431,55.94,False,Tablet,15,Wednesday
U0012,M0171,2024-07-03 02:06:31.582431,109.23,False,Web,19,Tuesday
U0012,M0536,2026-09-17 02:06:31.582431,5.9,False,Web,6,Thursday
U0012,M0047,2026-12-14 02:06:31.582431,69.46,False,Tablet,7,Tuesday
U0012,M0876,2026-06-26 02:06:31.582431,60.62,False,Tablet,12,Tuesday
U0012,M0299,2025-03-20 02:06:31.582431,16.19,False,SmartTV,16,Sunday
U0013,M0282,2025-03-28 02:06:31.582433,113.55,True,Web,9,Saturday
U0013,M0041,2025-01-28 02:06:31.582433,65.87,False,Web,13,Tuesday
U0013,M0589,2025-05-21 02:06:31.582433,12.5,False,SmartTV,9,Monday
U0013,M0920,2024-10-12 02:06:31.582433,51.2,False,Tablet,8,Saturday
U0013,M0633,2024-09-27 02:06:31.582433,69.8,False,Web,0,Tuesday
U0013,M0557,2023-02-18 02:06:31.582433,129.32,True,Mobile,5,Monday
U0013,M0404,2023-10-14 02:06:31.582433,36.71,False,Tablet,23,Monday
U0013,M0311,2023-08-25 02:06:31.582433,14.7,False,Mobile,15,Tuesday
U0013,M0956,2023-12-15 02:06:31.582433,52.74,False,Tablet,11,Thursday
U0013,M0892,2024-12-12 02:06:31.582433,88.61,False,Web,2,Sunday
U0013,M0545,2025-02-05 02:06:31.582433,151.8,True,Mobile,8,Sunday
U0013,M0991,2024-02-04 02:06:31.582433,14.46,False,Tablet,5,Tuesday
U0013,M0590,2025-07-04 02:06:31.582433,111.02,False,Tablet,0,Monday
U0013,M0655,2025-09-22 02:06:31.582433,84.47,False,SmartTV,12,Sunday
U0013,M0895,2025-09-23 02:06:31.582433,51.48,False,Mobile,6,Thursday
U0013,M0107,2025-01-20 02:06:31.582433,93.32,False,SmartTV,15,Thursday
U0013,M0209,2024-11-26 02:06:31.582433,80.37,True,Web,5,Saturday
U0013,M0862,2025-01-13 02:06:31.582433,10.11,False,Mobile,8,Thursday
U0013,M0295,2024-10-13 02:06:31.582433,38.02,False,Web,1,Sunday
U0013,M0294,2024-11-11 02:06:31.582433,31.29,False,Mobile,7,Saturday
U0013,M0770,2024-03-18 02:06:31.582433,37.86,False,SmartTV,8,Friday
U0013,M0121,2023-05-01 02:06:31.582433,58.14,False,SmartTV,0,Monday
U0013,M0291,2024-08-16 02:06:31.582433,100.44,False,Tablet,22,Friday
U0013,M0011,2023-06-06 02:06:31.582433,55.52,False,Mobile,7,Tuesday
U0013,M0214,2024-05-24 02:06:31.582433,14.1,False,Web,20,Monday
U0013,M0989,2023-03-01 02:06:31.582433,49.36,False,SmartTV,22,Friday
U0013,M0271,2025-03-19 02:06:31.582433,13.61,False,Tablet,7,Wednesday
U0014,M0990,2026-04-05 02:06:31.582436,92.34,False,Web,14,Saturday
U0014,M0737,2025-03-27 02:06:31.582436,7.84,False,Tablet,11,Saturday
U0014,M0408,2025-01-26 02:06:31.582436,33.02,False,Mobile,15,Saturday
U0014,M0185,2025-12-03 02:06:31.582436,61.74,False,Tablet,6,Friday
U0014,M0113,2025-03-21 02:06:31.582436,75.8,False,Web,23,Thursday
U0014,M0349,2025-06-19 02:06:31.582436,113.4,False,SmartTV,2,Friday
U0014,M0920,2025-02-16 02:06:31.582436,50.59,False,Web,17,Wednesday
U0014,M0023,2025-12-19 02:06:31.582436,5.08,False,Tablet,23,Tuesday
U0014,M0543,2027-03-04 02:06:31.582436,7.37,False,Web,19,Tuesday
U0014,M0330,2025-08-05 02:06:31.582436,72.79,False,Tablet,6,Friday
U0014,M0024,2026-08-11 02:06:31.582436,47.46,False,SmartTV,19,Wednesday
U0014,M0438,2025-08-07 02:06:31.582436,44.51,False,Web,3,Monday
U0014,M0179,2026-02-28 02:06:31.582436,73.61,False,Mobile,4,Tuesday
U0014,M0196,2027-02-22 02:06:31.582436,8.52,False,Mobile,15,Tuesday
U0014,M0201,2024-12-21 02:06:31.582436,8.58,False,Tablet,21,Thursday
U0014,M0435,2026-03-03 02:06:31.582436,84.42,False,Web,1,Wednesday
U0014,M0905,2025-04-25 02:06:31.582436,71.92,False,Mobile,0,Tuesday
U0014,M0141,2026-07-14 02:06:31.582436,58.86,False,Mobile,14,Sunday
U0014,M0486,2026-06-27 02:06:31.582436,12.94,False,Tablet,11,Sunday
U0014,M0801,2026-09-06 02:06:31.582436,10.52,False,Web,16,Monday
U0014,M0904,2026-10-02 02:06:31.582436,16.08,False,Web,2,Tuesday
U0014,M0942,2027-05-22 02:06:31.582436,58.33,False,Mobile,23,Tuesday
U0014,M0404,2026-03-09 02:06:31.582436,50.38,False,SmartTV,16,Saturday
U0014,M0205,2025-05-23 02:06:31.582436,57.34,False,SmartTV,17,Saturday
U0015,M0468,2024-08-14 02:06:31.582438,44.32,False,Mobile,20,Friday
U0015,M0094,2024-01-22 02:06:31.582438,68.2,False,Tablet,3,Tuesday
U0015,M0508,2025-04-11 02:06:31.582438,25.51,False,Tablet,16,Wednesday
U0015,M0284,2024-11-24 02:06:31.582438,22.5,False,Tablet,11,Wednesday
U0015,M0008,2024-08-06 02:06:31.582438,139.45,True,Web,11,Thursday
U0015,M0074,2025-03-13 02:06:31.582438,65.5,False,Web,19,Tuesday
U0015,M0235,2024-08-19 02:06:31.582438,81.38,False,Tablet,17,Saturday
U0015,M0821,2023-10-08 02:06:31.582438,48.25,False,Tablet,14,Thursday
U0015,M0839,2023-01-21 02:06:31.582438,56.76,False,Web,19,Monday
U0015,M0842,2024-07-04 02:06:31.582438,17.08,False,Web,0,Wednesday
U0015,M0706,2023-09-05 02:06:31.582438,23.51,False,Web,0,Sunday
U0015,M0019,2025-05-11 02:06:31.582438,110.98,True,Web,17,Friday
U0015,M0988,2024-08-12 02:06:31.582438,60.83,False,SmartTV,3,Monday
U0015,M0345,2024-05-06 02:06:31.582438,45.7,False,SmartTV,8,Wednesday
U0015,M0540,2025-07-19 02:06:31.582438,60.46,False,SmartTV,8,Sunday
U0015,M0165,2023-11-24 02:06:31.582438,15.48,False,Tablet,18,Tuesday
U0015,M0002,2025-02-10 02:06:31.582438,14.86,False,Web,15,Tuesday
U0016,M0688,2024-02-17 02:06:31.582441,134.08,False,Mobile,19,Saturday
