user_id,age,gender,location,preferred_languages,embedding_vector,total_sessions,total_watch_minutes,avg_watch_duration,completion_rate,avg_watch_hour,most_common_day,most_used_device
U0022,19,M,Chennai,"['Hindi', 'English']",[],23,1206.31,52.44826086956522,0.043478260869565216,10.434782608695652,Thursday,Mobile
U0023,38,M,Mumbai,['Hindi'],[],21,1324.0699999999997,63.05095238095237,0.09523809523809523,11.857142857142858,Saturday,Mobile
U0024,50,M,Hyderabad,"['Hindi', 'English']",[],23,1507.64,65.5495652173913,0.08695652173913043,14.478260869565217,Friday,Web
U0025,29,F,Kolkata,['English'],[],20,1265.7600000000002,63.28800000000001,0.05,11.5,Thursday,SmartTV
U0026,39,F,Kolkata,['Kannada'],[],15,736.02,49.068,0.06666666666666667,8.466666666666667,Saturday,Mobile
U0027,61,F,Bangalore,['Kannada'],[],20,1224.45,61.222500000000004,0.2,9.9,Friday,SmartTV
U0028,42,M,Hyderabad,['Kannada'],[],21,1221.8899999999999,58.18523809523809,0.047619047619047616,10.80952380952381,Monday,SmartTV
U0029,44,F,Mumbai,"['Hindi', 'English']",[],22,1562.92,71.04181818181819,0.18181818181818182,10.454545454545455,Monday,Tablet
U0030,59,M,Hyderabad,['Telugu'],[],21,1451.2,69.1047619047619,0.047619047619047616,14.095238095238095,Saturday,Mobile
U0031,45,F,Hyderabad,['English'],[],24,1151.46,47.9775,0.08333333333333333,13.416666666666666,Saturday,Web
U0032,33,M,Mumbai,['Telugu'],[],19,1173.5900000000001,61.767894736842116,0.0,10.894736842105264,Saturday,Mobile
U0033,32,M,Chennai,"['Hindi', 'English']",[],18,1068.45,59.358333333333334,0.05555555555555555,8.88888888888889,Friday,Web
U0034,64,F,Hyderabad,['Tamil'],[],24,1452.8999999999999,60.537499999999994,0.125,10.458333333333334,Friday,Mobile
U0035,61,M,Hyderabad,['Malayalam'],[],15,863.75,57.583333333333336,0.0,11.133333333333333,Tuesday,Tablet
U0036,20,F,Chennai,['Malayalam'],[],26,1412.3299999999997,54.320384615384604,0.038461538461538464,13.0,Monday,Tablet
U0037,54,F,Hyderabad,['Hindi'],[],16,1094.07,68.379375,0.0,13.375,Saturday,Tablet
U0038,24,M,Hyderabad,['Malayalam'],[],15,764.8800000000001,50.992000000000004,0.0,14.133333333333333,Thursday,Mobile
U0039,38,F,Hyderabad,['Malayalam'],[],15,1091.69,72.77933333333334,0.13333333333333333,12.6,Friday,SmartTV
U0040,26,M,Kolkata,['English'],[],21,1483.9800000000002,70.6657142857143,0.09523809523809523,10.333333333333334,Thursday,Web
U0041,56,F,Delhi,['Kannada'],[],20,1253.1,62.654999999999994,0.05,11.45,Wednesday,Mobile
U0042,35,Other,Chennai,['Telugu'],[],21,1396.0500000000002,66.47857142857144,0.19047619047619047,9.666666666666666,Wednesday,Tablet
U0043,21,F,Hyderabad,['Tamil'],[],18,909.19,50.510555555555555,0.0,12.666666666666666,Friday,Mobile
U0044,42,M,Kolkata,['Tamil'],[],21,1474.3999999999999,70.2095238095238,0.09523809523809523,10.952380952380953,Monday,Tablet
U0045,31,Other,Chennai,['English'],[],22,1378.23,62.64681818181818,0.09090909090909091,13.136363636363637,Wednesday,Mobile
U0046,26,F,Bangalore,['English'],[],23,1809.7199999999998,78.68347826086956,0.17391304347826086,11.521739130434783,Wednesday,Tablet
U0047,43,M,Bangalore,['Malayalam'],[],19,1287.21,67.74789473684211,0.10526315789473684,11.68421052631579,Monday,Tablet
U0048,19,M,Hyderabad,['Tamil'],[],18,1164.61,64.70055555555555,0.0,10.444444444444445,Sunday,Mobile
U0049,37,F,Kolkata,['Hindi'],[],23,1548.44,67.32347826086956,0.17391304347826086,10.0,Friday,SmartTV
U0050,45,F,Kolkata,['Hindi'],[],15,1176.91,78.46066666666667,0.3333333333333333,12.533333333333333,Tuesday,Mobile
U0051,64,F,Chennai,['Telugu'],[],15,913.1700000000001,60.87800000000001,0.06666666666666667,10.066666666666666,Sunday,SmartTV
U0052,24,F,Chennai,['Hindi'],[],21,1525.0,72.61904761904762,0.047619047619047616,10.095238095238095,Monday,Mobile
U0053,61,F,Kolkata,['Tamil'],[],16,815.27,50.954375,0.0,12.3125,Monday,Web
U0054,25,M,Chennai,['Malayalam'],[],28,1756.56,62.73428571428571,0.14285714285714285,9.464285714285714,Friday,Web
U0055,64,M,Kolkata,['Tamil'],[],24,1643.7800000000002,68.49083333333334,0.125,11.25,Tuesday,SmartTV
U0056,52,M,Delhi,"['Hindi', 'English']",[],16,953.1800000000001,59.573750000000004,0.125,13.25,Sunday,Tablet
U0057,31,F,Kolkata,['Tamil'],[],20,1235.58,61.778999999999996,0.0,9.5,Monday,SmartTV
U0058,34,M,Bangalore,['Malayalam'],[],22,1386.8700000000003,63.03954545454547,0.13636363636363635,11.681818181818182,Tuesday,SmartTV
U0059,53,F,Chennai,['Hindi'],[],15,799.1200000000001,53.274666666666675,0.0,10.266666666666667,Friday,Tablet
U0060,57,F,Kolkata,['Kannada'],[],20,1165.2200000000003,58.26100000000001,0.2,11.3,Saturday,Tablet
U0061,21,F,Kolkata,['Telugu'],[],17,1196.05,70.35588235294118,0.058823529411764705,10.764705882352942,Sunday,Mobile
U0062,19,M,Chennai,"['Hindi', 'English']",[],19,1385.06,72.8978947368421,0.10526315789473684,13.210526315789474,Thursday,Tablet
U0063,23,F,Delhi,['Hindi'],[],18,1170.3,65.01666666666667,0.1111111111111111,12.055555555555555,Saturday,SmartTV
U0064,59,M,Delhi,['Telugu'],[],19,1300.7800000000002,68.46210526315791,0.05263157894736842,9.736842105263158,Saturday,Mobile
U0065,21,F,Chennai,['Hindi'],[],22,1277.8100000000002,58.08227272727274,0.045454545454545456,10.545454545454545,Friday,SmartTV
U0066,46,M,Mumbai,"['Hindi', 'English']",[],19,1379.8,72.62105263157895,0.21052631578947367,9.789473684210526,Saturday,SmartTV
U0067,35,M,Chennai,['Tamil'],[],25,1765.7200000000003,70.62880000000001,0.08,9.24,Thursday,SmartTV
U0068,43,F,Chennai,['Malayalam'],[],20,1205.02,60.251,0.05,10.1,Saturday,SmartTV
U0069,61,M,Delhi,['Kannada'],[],33,2053.96,62.24121212121212,0.15151515151515152,10.515151515151516,Friday,Mobile
U0070,51,M,Delhi,"['Hindi', 'English']",[],17,991.87,58.34529411764706,0.058823529411764705,8.647058823529411,Friday,Tablet
U0071,27,F,Chennai,['Malayalam'],[],27,1680.56,62.24296296296296,0.14814814814814814,8.185185185185185,Monday,SmartTV
U0072,53,F,Chennai,['Tamil'],[],23,1421.8,61.81739130434782,0.13043478260869565,12.956521739130435,Tuesday,SmartTV
U0073,31,F,Chennai,"['Hindi', 'English']",[],21,1395.1599999999999,66.43619047619048,0.14285714285714285,12.476190476190476,Sunday,Web
U0074,48,F,Delhi,['English'],[],20,853.7699999999999,42.68849999999999,0.0,12.25,Tuesday,Tablet
U0075,32,F,Chennai,['Kannada'],[],18,1210.78,67.26555555555555,0.2777777777777778,9.88888888888889,Tuesday,Tablet
U0076,25,M,Chennai,['Hindi'],[],21,1311.1999999999998,62.43809523809523,0.14285714285714285,12.19047619047619,Friday,Tablet
U0077,31,M,Hyderabad,['Hindi'],[],14,916.83,65.48785714285715,0.14285714285714285,12.0,Monday,SmartTV
U0078,40,M,Mumbai,['Kannada'],[],10,545.74,54.574,0.0,8.1,Friday,SmartTV
U0079,57,Other,Bangalore,['English'],[],14,842.97,60.21214285714286,0.07142857142857142,11.214285714285714,Sunday,Web
U0080,38,F,Mumbai,['Malayalam'],[],20,1479.4,73.97,0.15,11.4,Monday,Tablet
U0081,33,M,Hyderabad,['Tamil'],[],19,1102.01,58.00052631578947,0.10526315789473684,11.578947368421053,Monday,Web
U0082,62,F,Bangalore,['Hindi'],[],12,665.4799999999999,55.456666666666656,0.08333333333333333,10.416666666666666,Monday,Tablet
U0083,35,Other,Chennai,['Malayalam'],[],17,1286.2900000000002,75.66411764705883,0.29411764705882354,11.411764705882353,Wednesday,Mobile
U0084,64,M,Hyderabad,['English'],[],18,847.1800000000001,47.06555555555556,0.05555555555555555,11.11111111111111,Monday,Web
U0085,41,F,Chennai,['Malayalam'],[],24,1565.1499999999999,65.21458333333332,0.125,9.625,Tuesday,Tablet
U0086,43,F,Delhi,['Hindi'],[],22,1158.98,52.68090909090909,0.0,13.318181818181818,Saturday,Mobile
U0087,42,F,Kolkata,['Telugu'],[],22,1606.1,73.00454545454545,0.13636363636363635,8.454545454545455,Monday,Mobile
U0088,62,M,Hyderabad,['Tamil'],[],28,2046.74,73.09785714285714,0.10714285714285714,10.75,Monday,Mobile
U0089,58,F,Delhi,['Telugu'],[],13,830.0300000000001,63.84846153846154,0.15384615384615385,10.692307692307692,Thursday,Web
U0090,46,Other,Hyderabad,['Kannada'],[],24,1724.3400000000001,71.84750000000001,0.08333333333333333,8.708333333333334,Monday,Web
U0091,32,F,Hyderabad,['Malayalam'],[],13,1047.83,80.60230769230769,0.07692307692307693,11.692307692307692,Thursday,Mobile
U0092,62,F,Delhi,['Tamil'],[],17,1256.64,73.92,0.23529411764705882,12.411764705882353,Sunday,SmartTV
U0093,18,Other,Bangalore,['English'],[],24,1479.1100000000001,61.629583333333336,0.08333333333333333,10.541666666666666,Wednesday,SmartTV
U0094,42,F,Mumbai,['Tamil'],[],28,1913.55,68.34107142857142,0.14285714285714285,10.964285714285714,Monday,Web
U0095,24,M,Chennai,['Tamil'],[],17,1112.34,65.43176470588234,0.058823529411764705,11.764705882352942,Monday,Tablet
U0096,26,F,Hyderabad,['English'],[],12,761.4100000000001,63.45083333333334,0.16666666666666666,11.416666666666666,Thursday,SmartTV
U0097,41,F,Chennai,['Kannada'],[],10,705.85,70.58500000000001,0.1,11.1,Saturday,Mobile
U0098,18,M,Kolkata,['Tamil'],[],19,1468.52,77.29052631578948,0.10526315789473684,12.842105263157896,Sunday,Tablet
U0099,61,F,Delhi,['Kannada'],[],17,1091.73,64.21941176470588,0.058823529411764705,12.529411764705882,Saturday,Mobile
U0100,25,Other,Chennai,['Kannada'],[],21,1273.6599999999999,60.65047619047618,0.09523809523809523,13.523809523809524,Wednesday,Mobile
U0101,41,Other,Delhi,['Kannada'],[],18,1166.66,64.81444444444445,0.16666666666666666,11.444444444444445,Thursday,SmartTV
U0102,28,F,Chennai,['Hindi'],[],9,495.18,55.02,0.0,10.666666666666666,Thursday,SmartTV
U0103,34,M,Mumbai,"['Hindi', 'English']",[],20,1097.92,54.896,0.05,13.15,Sunday,Tablet
U0104,25,Other,Mumbai,['Kannada'],[],21,1322.85,62.99285714285714,0.047619047619047616,11.904761904761905,Thursday,Tablet
U0105,52,F,Mumbai,['English'],[],23,1364.7300000000002,59.33608695652175,0.08695652173913043,12.73913043478261,Thursday,Tablet
U0106,52,M,Mumbai,"['Hindi', 'English']",[],31,1817.9799999999998,58.644516129032255,0.03225806451612903,12.580645161290322,Thursday,SmartTV
U0107,50,Other,Mumbai,['Kannada'],[],16,1143.28,71.455,0.0,15.5,Tuesday,Mobile
U0108,22,F,Mumbai,['English'],[],20,1144.07,57.2035,0.05,13.6,Wednesday,SmartTV
U0109,59,F,Delhi,['English'],[],22,1715.54,77.97909090909091,0.2727272727272727,12.272727272727273,Wednesday,Tablet
U0110,56,F,Hyderabad,['Telugu'],[],28,1670.96,59.67714285714286,0.10714285714285714,10.107142857142858,Sunday,Web
U0111,58,M,Chennai,['Telugu'],[],26,1652.97,63.57576923076923,0.07692307692307693,10.423076923076923,Sunday,Web
U0112,45,M,Mumbai,['Tamil'],[],17,1075.37,63.257058823529405,0.11764705882352941,9.058823529411764,Thursday,SmartTV
U0113,24,M,Delhi,['Kannada'],[],26,1667.2399999999998,64.12461538461538,0.11538461538461539,10.461538461538462,Sunday,Tablet
U0114,26,F,Delhi,['Kannada'],[],26,1898.0900000000001,73.00346153846155,0.19230769230769232,11.76923076923077,Saturday,Tablet
U0115,25,M,Delhi,"['Hindi', 'English']",[],14,929.9000000000001,66.42142857142858,0.07142857142857142,13.214285714285714,Thursday,SmartTV
U0116,29,M,Hyderabad,['English'],[],23,1375.8600000000001,59.82000000000001,0.08695652173913043,14.08695652173913,Wednesday,SmartTV
U0117,51,M,Chennai,['Kannada'],[],23,1756.4099999999999,76.36565217391303,0.34782608695652173,9.73913043478261,Friday,Mobile
U0118,50,F,Hyderabad,['Tamil'],[],25,1594.6800000000003,63.78720000000001,0.24,12.84,Sunday,Mobile
U0119,40,Other,Bangalore,['Malayalam'],[],24,1556.0900000000001,64.83708333333334,0.08333333333333333,10.583333333333334,Saturday,Web
U0120,41,M,Delhi,['Malayalam'],[],20,984.74,49.237,0.1,13.75,Sunday,SmartTV
U0121,54,M,Bangalore,['Malayalam'],[],14,862.22,61.58714285714286,0.0,13.785714285714286,Thursday,SmartTV
U0122,52,F,Kolkata,['Hindi'],[],25,1335.29,53.4116,0.08,11.28,Wednesday,SmartTV
U0123,61,F,Mumbai,['English'],[],23,1547.31,67.27434782608695,0.0,12.608695652173912,Monday,Mobile
U0124,57,M,Mumbai,['Malayalam'],[],15,1052.4,70.16000000000001,0.06666666666666667,10.933333333333334,Saturday,SmartTV
U0125,39,F,Hyderabad,['Hindi'],[],28,1911.4700000000003,68.26678571428572,0.07142857142857142,12.071428571428571,Friday,SmartTV
U0126,44,M,Chennai,['Malayalam'],[],23,1597.9699999999998,69.47695652173913,0.17391304347826086,12.608695652173912,Tuesday,Mobile
U0127,52,M,Bangalore,['Tamil'],[],18,1003.34,55.74111111111111,0.05555555555555555,9.333333333333334,Tuesday,Mobile
U0128,18,F,Chennai,['Telugu'],[],18,1012.1300000000001,56.229444444444454,0.05555555555555555,11.277777777777779,Saturday,SmartTV
U0129,52,M,Hyderabad,['Tamil'],[],19,1308.5400000000002,68.87052631578949,0.10526315789473684,13.210526315789474,Saturday,Tablet
U0130,54,Other,Mumbai,['Hindi'],[],17,1372.78,80.75176470588235,0.17647058823529413,13.764705882352942,Saturday,SmartTV
U0131,64,M,Chennai,['English'],[],29,1629.09,56.17551724137931,0.06896551724137931,11.379310344827585,Thursday,Tablet
U0132,31,F,Chennai,"['Hindi', 'English']",[],20,1216.4299999999998,60.82149999999999,0.1,12.4,Thursday,SmartTV
U0133,20,F,Mumbai,['Kannada'],[],19,1233.65,64.92894736842106,0.0,11.894736842105264,Friday,Web
U0134,18,M,Bangalore,['Tamil'],[],26,1431.5000000000002,55.057692307692314,0.11538461538461539,9.961538461538462,Monday,Web
U0135,22,F,Mumbai,['English'],[],16,913.23,57.076875,0.125,10.125,Friday,SmartTV
U0136,43,M,Chennai,['Kannada'],[],22,1360.1400000000003,61.82454545454547,0.13636363636363635,10.772727272727273,Sunday,SmartTV
U0137,31,Other,Bangalore,['Telugu'],[],21,1261.97,60.093809523809526,0.14285714285714285,7.857142857142857,Sunday,Tablet
U0138,56,M,Bangalore,['Telugu'],[],18,956.63,53.14611111111111,0.16666666666666666,11.166666666666666,Friday,SmartTV
U0139,44,M,Mumbai,['Kannada'],[],24,1590.1100000000001,66.25458333333334,0.16666666666666666,11.125,Friday,Mobile
U0140,26,M,Chennai,['Telugu'],[],23,1489.2700000000002,64.7508695652174,0.08695652173913043,11.565217391304348,Tuesday,Web
U0141,32,Other,Hyderabad,['English'],[],19,1213.08,63.84631578947368,0.10526315789473684,7.7368421052631575,Monday,Tablet
U0142,32,F,Chennai,['Tamil'],[],24,1389.3899999999999,57.89124999999999,0.125,10.75,Monday,Web
U0143,43,F,Delhi,['English'],[],14,969.5900000000001,69.25642857142859,0.07142857142857142,11.285714285714286,Friday,Mobile
U0144,59,M,Kolkata,['English'],[],29,1634.4699999999998,56.36103448275861,0.06896551724137931,12.689655172413794,Tuesday,Web
U0145,30,F,Hyderabad,['Kannada'],[],16,968.63,60.539375,0.0,10.5,Monday,Tablet
U0146,49,M,Bangalore,"['Hindi', 'English']",[],12,763.31,63.60916666666666,0.08333333333333333,8.75,Friday,Mobile
U0147,56,F,Hyderabad,"['Hindi', 'English']",[],19,1220.8899999999999,64.25736842105262,0.10526315789473684,8.526315789473685,Thursday,SmartTV
U0148,49,M,Bangalore,['Tamil'],[],21,1344.1100000000001,64.0052380952381,0.047619047619047616,11.523809523809524,Tuesday,Mobile
U0149,21,M,Bangalore,['Kannada'],[],17,1027.3400000000001,60.43176470588236,0.17647058823529413,11.588235294117647,Saturday,Tablet
U0150,47,M,Hyderabad,"['Hindi', 'English']",[],18,1125.9199999999998,62.551111111111105,0.1111111111111111,10.722222222222221,Monday,Tablet
U0151,54,F,Bangalore,['Telugu'],[],22,1503.22,68.32818181818182,0.0,10.090909090909092,Saturday,Mobile
U0152,40,F,Bangalore,"['Hindi', 'English']",[],17,971.0600000000001,57.12117647058824,0.058823529411764705,13.470588235294118,Saturday,Mobile
U0153,56,M,Delhi,['Telugu'],[],20,1303.13,65.15650000000001,0.2,11.4,Friday,SmartTV
U0154,62,F,Chennai,['Tamil'],[],23,1277.12,55.52695652173912,0.08695652173913043,9.391304347826088,Wednesday,Web
U0155,32,F,Chennai,['English'],[],16,1147.3,71.70625,0.25,10.9375,Tuesday,Tablet
U0156,60,F,Kolkata,['English'],[],18,1052.25,58.458333333333336,0.16666666666666666,12.555555555555555,Saturday,Tablet
U0157,46,M,Kolkata,"['Hindi', 'English']",[],17,1141.16,67.12705882352941,0.17647058823529413,10.882352941176471,Friday,SmartTV
U0158,53,M,Delhi,['Telugu'],[],17,1100.44,64.73176470588236,0.0,13.470588235294118,Friday,Tablet
U0159,30,F,Kolkata,['Hindi'],[],17,1004.89,59.111176470588234,0.058823529411764705,11.705882352941176,Friday,Mobile
U0160,49,M,Hyderabad,['Malayalam'],[],25,1410.17,56.406800000000004,0.08,12.36,Friday,Web
U0161,24,M,Mumbai,['Hindi'],[],16,1213.27,75.829375,0.125,13.625,Wednesday,Mobile
U0162,39,F,Mumbai,['Malayalam'],[],19,1191.4699999999998,62.70894736842104,0.15789473684210525,13.0,Saturday,Tablet
U0163,45,Other,Mumbai,['Hindi'],[],20,1173.26,58.663,0.1,10.65,Sunday,Tablet
U0164,19,M,Delhi,['English'],[],18,1139.7700000000002,63.320555555555565,0.0,6.555555555555555,Friday,Mobile
U0165,59,M,Delhi,['Kannada'],[],15,1109.81,73.98733333333332,0.26666666666666666,13.6,Sunday,SmartTV
U0166,62,F,Bangalore,['English'],[],20,1163.59,58.1795,0.15,9.95,Thursday,Mobile
U0167,23,M,Mumbai,['Malayalam'],[],20,1313.4299999999998,65.6715,0.0,9.05,Wednesday,Mobile
U0168,45,M,Hyderabad,['Kannada'],[],24,1299.02,54.12583333333333,0.08333333333333333,13.0,Sunday,Tablet
U0169,45,M,Kolkata,['Telugu'],[],21,1275.32,60.729523809523805,0.09523809523809523,10.619047619047619,Friday,Tablet
U0170,61,F,Hyderabad,"['Hindi', 'English']",[],23,1351.8600000000001,58.77652173913044,0.21739130434782608,12.869565217391305,Friday,Mobile
U0171,61,F,Kolkata,['Hindi'],[],18,1031.78,57.32111111111111,0.16666666666666666,12.88888888888889,Friday,Tablet
U0172,37,M,Mumbai,['Telugu'],[],24,1380.63,57.526250000000005,0.125,10.791666666666666,Sunday,Tablet
U0173,47,M,Mumbai,['Telugu'],[],19,1165.54,61.344210526315784,0.05263157894736842,11.736842105263158,Saturday,Tablet
U0174,28,M,Mumbai,"['Hindi', 'English']",[],18,1183.55,65.75277777777778,0.05555555555555555,12.944444444444445,Friday,SmartTV
U0175,45,F,Delhi,['Telugu'],[],18,1162.76,64.59777777777778,0.1111111111111111,11.0,Friday,Mobile
U0176,42,M,Kolkata,"['Hindi', 'English']",[],22,1427.3700000000003,64.88045454545455,0.0,11.681818181818182,Monday,Mobile
U0177,56,M,Delhi,['Tamil'],[],23,1213.49,52.7604347826087,0.08695652173913043,11.782608695652174,Monday,Mobile
U0178,50,F,Delhi,"['Hindi', 'English']",[],16,898.26,56.14125,0.1875,12.125,Monday,Mobile
U0179,18,M,Chennai,['Malayalam'],[],11,733.57,66.68818181818182,0.0,9.727272727272727,Sunday,Tablet
U0180,44,F,Hyderabad,['Hindi'],[],21,1329.27,63.29857142857143,0.2857142857142857,12.333333333333334,Monday,Web
U0181,30,M,Hyderabad,['Kannada'],[],19,1325.44,69.76,0.15789473684210525,9.105263157894736,Saturday,Mobile
U0182,58,M,Bangalore,['Kannada'],[],22,1486.7600000000002,67.58000000000001,0.18181818181818182,10.727272727272727,Monday,SmartTV
U0183,20,M,Delhi,['Hindi'],[],23,1743.27,75.79434782608696,0.21739130434782608,10.91304347826087,Friday,Mobile
U0184,56,F,Kolkata,['Kannada'],[],17,761.1700000000001,44.77470588235295,0.058823529411764705,10.705882352941176,Saturday,Mobile
U0185,23,F,Chennai,"['Hindi', 'English']",[],35,2256.82,64.48057142857144,0.08571428571428572,12.057142857142857,Friday,Mobile
U0186,25,F,Chennai,['Malayalam'],[],16,1129.2,70.575,0.1875,15.4375,Friday,Web
U0187,44,M,Hyderabad,['Tamil'],[],25,1489.6200000000001,59.5848,0.12,11.56,Friday,Tablet
U0188,26,F,Delhi,['Malayalam'],[],16,952.47,59.529375,0.1875,9.0,Saturday,Tablet
U0189,54,M,Bangalore,['Kannada'],[],18,1490.12,82.78444444444443,0.2222222222222222,11.61111111111111,Monday,SmartTV
U0190,50,M,Delhi,['Tamil'],[],24,1491.94,62.16416666666667,0.08333333333333333,10.291666666666666,Monday,SmartTV
U0191,59,F,Mumbai,['Hindi'],[],19,931.9999999999999,49.05263157894736,0.05263157894736842,11.105263157894736,Friday,Web
U0192,61,M,Delhi,['Tamil'],[],24,1676.96,69.87333333333333,0.125,11.458333333333334,Wednesday,Web
U0193,41,M,Mumbai,['Telugu'],[],22,1582.19,71.91772727272728,0.09090909090909091,9.590909090909092,Tuesday,Tablet
U0194,32,M,Mumbai,['English'],[],16,1001.06,62.56625,0.0625,9.375,Tuesday,Mobile
U0195,49,M,Bangalore,['Telugu'],[],25,1549.93,61.9972,0.12,12.52,Saturday,Mobile
U0196,49,M,Kolkata,['Hindi'],[],20,816.62,40.831,0.0,9.8,Tuesday,Web
U0197,41,F,Hyderabad,['Kannada'],[],14,735.9100000000002,52.56500000000001,0.0,12.857142857142858,Wednesday,Mobile
U0198,58,M,Delhi,['Kannada'],[],21,1358.2199999999996,64.67714285714284,0.14285714285714285,10.666666666666666,Saturday,Mobile
U0199,29,F,Mumbai,['Tamil'],[],23,1645.59,71.54739130434783,0.08695652173913043,10.521739130434783,Sunday,Mobile
U0200,56,F,Delhi,"['Hindi', 'English']",[],18,1026.65,57.03611111111112,0.05555555555555555,13.5,Saturday,Tablet
U0201,19,M,Kolkata,['Malayalam'],[],21,1302.86,62.040952380952376,0.14285714285714285,11.523809523809524,Thursday,Mobile
U0202,20,M,Hyderabad,['English'],[],17,1009.8199999999999,59.40117647058823,0.23529411764705882,9.294117647058824,Friday,Web
U0203,54,M,Kolkata,"['Hindi', 'English']",[],20,1309.8,65.49,0.1,8.7,Wednesday,Web
U0204,34,F,Hyderabad,['Hindi'],[],17,896.7700000000001,52.75117647058824,0.0,11.411764705882353,Sunday,Tablet
U0205,19,M,Chennai,['Malayalam'],[],14,765.17,54.654999999999994,0.07142857142857142,15.071428571428571,Wednesday,Web
U0206,19,F,Hyderabad,['Kannada'],[],19,1396.67,73.50894736842106,0.10526315789473684,12.578947368421053,Tuesday,Web
U0207,45,M,Bangalore,['Tamil'],[],17,964.5700000000002,56.73941176470589,0.17647058823529413,11.411764705882353,Tuesday,Tablet
U0208,40,F,Kolkata,['Malayalam'],[],16,970.3,60.64375,0.0,10.3125,Thursday,Web
U0209,54,M,Mumbai,['Kannada'],[],21,1190.22,56.67714285714286,0.047619047619047616,12.285714285714286,Friday,SmartTV
U0210,49,M,Chennai,"['Hindi', 'English']",[],15,855.8799999999999,57.05866666666666,0.13333333333333333,4.666666666666667,Tuesday,Tablet
U0211,50,Other,Bangalore,"['Hindi', 'English']",[],13,772.4599999999999,59.419999999999995,0.07692307692307693,8.76923076923077,Tuesday,Web
U0212,18,F,Delhi,['English'],[],14,1033.96,73.85428571428572,0.14285714285714285,12.0,Tuesday,Tablet
U0213,36,M,Kolkata,['English'],[],11,550.01,50.00090909090909,0.09090909090909091,10.727272727272727,Friday,Tablet
U0214,19,F,Mumbai,['Tamil'],[],14,785.5699999999999,56.11214285714285,0.0,11.0,Friday,Mobile
U0215,61,F,Hyderabad,['Malayalam'],[],13,793.11,61.00846153846154,0.15384615384615385,12.307692307692308,Friday,Mobile
U0216,43,F,Mumbai,['English'],[],19,1248.1099999999997,65.68999999999998,0.2631578947368421,10.578947368421053,Thursday,Mobile
U0217,49,F,Delhi,"['Hindi', 'English']",[],24,1247.0,51.958333333333336,0.08333333333333333,11.958333333333334,Wednesday,Tablet
U0218,23,M,Chennai,['Malayalam'],[],19,1404.1599999999999,73.90315789473684,0.0,12.526315789473685,Monday,Mobile
