timestamp,heart_rate,hrv,skin_temp,eda,spo2,respiratory_rate,steps,movement_intensity,activity_type,calories_burned,distance,sedentary_minutes,sleep_duration,rem_sleep,deep_sleep,light_sleep,sleep_score,sleep_interruptions,stress_score,readiness_score,mindfulness_minutes,ambient_light,ambient_noise,screen_time_minutes,typing_speed_wpm,social_interactions,location_type,emotion
2025-06-22 14:10,83.8,74.5,35.7,0.13,99,18.6,4315,0.08,standing,1923,6.06,361,4.99,1.36,2.39,2.15,69,2,68,42,7,282,32,68,45,13,home,Tired
2025-06-17 17:27,70.4,57.0,36.2,0.166,96,12.4,4892,0.07,standing,2059,12.52,386,5.57,0.84,1.94,2.98,73,4,60,58,6,174,58,140,58,22,office,Tired
2025-06-22 10:47,101.5,23.4,35.5,0.324,98,15.8,4272,0.09,typing,1703,9.79,360,5.94,0.55,1.66,2.35,95,0,80,35,23,615,72,255,36,88,office,Stressed
2025-06-22 04:36,71.0,65.7,36.5,0.128,98,14.9,2736,0.04,standing,1983,12.0,573,5.41,1.63,1.21,2.67,64,0,53,44,26,108,67,160,24,19,office,Tired
2025-06-18 04:50,64.0,107.0,35.5,0.098,96,18.7,5735,0.09,light walk,2770,6.65,341,7.94,1.63,1.9,3.27,59,3,29,98,22,213,38,103,44,71,nature,Relaxed
2025-06-20 16:36,68.6,90.1,36.3,0.142,97,18.3,12392,0.1,dancing,1804,7.03,558,8.25,1.45,1.43,3.49,77,3,16,98,24,428,55,239,22,104,park,Happy
2025-06-17 15:27,107.4,23.6,36.3,0.229,94,14.0,4839,0.05,walking,2902,10.39,371,5.88,1.62,1.47,3.38,95,3,100,44,1,508,91,188,56,81,office,Stressed
2025-06-17 01:36,73.1,109.1,36.3,0.117,100,21.0,14431,0.07,running,2568,1.92,321,7.95,1.74,1.66,2.25,82,1,27,85,27,257,45,127,30,172,park,Happy
2025-06-19 15:26,71.0,110.2,35.7,0.136,94,12.7,9314,0.07,running,1572,10.22,243,8.86,1.75,1.61,2.95,88,2,14,85,15,183,31,144,60,152,gym,Happy
2025-06-18 23:54,64.3,108.0,35.6,0.083,96,18.5,5478,0.03,yoga,1663,10.78,203,8.18,1.74,1.57,2.75,99,3,22,72,5,533,51,136,45,53,home,Relaxed
2025-06-16 07:11,69.9,96.7,36.3,0.133,95,20.0,10050,0.07,dancing,1508,9.82,572,8.14,1.06,2.47,2.03,91,3,28,91,3,255,37,220,27,120,beach,Happy
2025-06-18 08:24,68.5,62.1,36.1,0.081,94,17.1,2277,0.06,sitting,2288,10.71,370,5.2,1.04,1.39,3.02,93,2,50,30,30,511,52,190,35,7,home,Sad
2025-06-18 13:59,83.4,76.7,35.7,0.167,95,13.6,3615,0.08,none,2416,11.15,253,4.94,1.58,2.14,3.44,65,0,56,59,28,387,50,106,52,29,office,Tired
2025-06-18 12:18,107.3,21.3,36.1,0.243,95,16.5,5358,0.06,walking,2300,5.32,483,5.36,0.89,2.06,3.02,70,1,86,30,24,544,92,178,42,55,office,Stressed
2025-06-21 01:05,81.2,68.4,35.6,0.173,97,14.0,2983,0.1,standing,2008,3.83,256,4.82,0.56,1.74,2.8,68,0,52,36,7,705,90,298,21,32,office,Tired
2025-06-22 06:53,60.3,53.1,35.9,0.078,96,21.3,1849,0.09,sitting,1678,12.04,361,5.32,1.18,2.05,2.81,62,0,47,46,14,677,52,252,48,2,home,Sad
2025-06-22 18:16,88.8,38.0,36.0,0.389,93,19.2,3549,0.03,walking,2294,7.28,214,4.94,0.94,2.22,2.12,70,1,95,33,23,660,42,241,37,55,office,Stressed
2025-06-17 17:14,108.0,40.9,35.5,0.218,94,19.9,3407,0.05,walking,2785,13.77,199,5.32,1.65,1.26,2.41,86,3,86,41,0,786,97,266,57,82,office,Stressed
2025-06-17 23:33,61.6,99.8,35.8,0.105,94,17.2,5353,0.1,light walk,1704,2.13,269,8.2,0.93,1.35,2.09,100,2,18,80,9,736,85,157,59,78,nature,Relaxed
2025-06-17 22:37,66.6,66.5,36.4,0.076,100,12.3,2643,0.07,none,2399,5.11,441,5.36,1.75,2.38,2.2,76,0,53,44,24,790,56,109,43,22,home,Sad
2025-06-21 21:53,69.6,115.0,36.0,0.15,96,18.6,9583,0.07,dancing,2917,11.66,590,8.17,0.91,2.37,2.49,71,3,22,98,24,519,35,225,43,154,gym,Happy
2025-06-21 11:24,65.4,60.4,36.0,0.096,97,14.1,3524,0.05,sitting,1934,7.27,379,5.66,1.28,1.57,2.73,75,3,45,35,26,430,92,153,58,11,home,Sad
2025-06-18 14:01,65.4,97.3,36.1,0.125,100,20.2,14604,0.1,dancing,2644,10.59,363,8.27,1.23,1.4,3.47,72,2,21,86,30,298,31,85,47,137,beach,Happy
2025-06-19 23:04,98.7,24.5,36.2,0.214,93,19.5,5361,0.1,walking,1910,14.17,329,5.45,1.05,2.03,3.39,57,1,86,31,26,155,31,105,33,93,office,Stressed
2025-06-17 00:57,72.2,118.8,36.2,0.12,96,12.5,14760,0.11,running,1776,9.65,255,8.48,0.66,1.64,2.71,83,2,29,86,20,582,43,80,34,134,park,Happy
2025-06-21 08:49,67.6,86.7,36.1,0.086,97,21.0,5128,0.11,light walk,2398,2.1,329,8.9,0.87,1.73,2.68,73,1,13,87,11,675,54,167,44,64,home,Relaxed
2025-06-17 02:07,93.1,43.7,36.2,0.279,97,13.4,5921,0.05,typing,2192,11.16,352,4.97,0.63,1.32,2.53,66,1,100,39,17,521,97,124,41,74,office,Stressed
2025-06-16 23:00,83.1,54.4,35.8,0.173,95,15.4,2738,0.07,standing,1691,13.38,540,4.14,1.27,2.25,2.37,82,0,66,31,6,431,77,138,60,24,office,Tired
2025-06-21 10:16,64.5,93.2,36.0,0.087,95,17.2,5775,0.08,light walk,2086,9.74,319,8.26,0.99,1.18,3.41,72,0,22,89,28,142,32,173,48,79,home,Relaxed
2025-06-19 09:49,107.8,42.7,35.5,0.374,97,15.0,4287,0.09,typing,2104,5.64,440,5.06,1.34,1.93,3.14,61,1,94,43,29,285,99,251,21,93,office,Stressed
2025-06-18 13:16,72.4,90.7,35.9,0.111,97,12.8,13660,0.09,running,2830,3.35,197,8.8,1.2,2.07,2.54,96,0,23,93,24,688,60,217,44,105,beach,Happy
2025-06-19 04:40,72.9,118.0,36.3,0.111,95,20.4,10223,0.11,running,2676,8.42,397,8.41,1.31,1.75,2.89,100,0,20,83,7,384,98,103,27,171,park,Happy
2025-06-20 11:10,69.1,45.3,36.4,0.099,100,20.8,2901,0.09,none,2696,10.13,426,5.31,1.31,1.43,2.44,99,0,55,56,18,661,67,124,28,11,home,Sad
2025-06-22 02:16,89.3,32.4,36.2,0.234,98,13.4,4069,0.09,walking,2533,11.01,246,5.39,1.59,1.46,2.48,58,4,88,42,6,267,98,199,53,90,office,Stressed
2025-06-19 19:06,68.3,64.7,36.2,0.099,95,19.5,1783,0.09,sitting,2780,9.42,257,6.43,1.27,2.48,3.38,56,2,56,33,16,585,63,193,59,4,home,Sad
2025-06-22 08:08,62.7,45.3,36.1,0.085,93,19.3,2164,0.04,none,2118,11.68,339,6.45,1.36,1.92,2.08,82,0,46,39,19,773,41,254,45,26,home,Sad
2025-06-22 18:28,94.7,23.3,35.7,0.24,93,12.5,4718,0.12,walking,1643,3.61,580,5.75,1.24,1.02,2.08,69,4,100,35,22,599,66,195,51,50,office,Stressed
2025-06-21 18:35,62.5,96.9,36.1,0.105,94,19.9,5360,0.1,yoga,1721,11.26,512,8.17,1.49,1.87,2.13,94,3,23,72,8,234,45,230,32,59,home,Relaxed
2025-06-20 09:29,67.4,85.9,35.5,0.084,99,12.3,6362,0.07,yoga,2762,8.57,240,8.64,1.3,1.26,2.21,80,3,28,70,14,431,99,199,53,69,nature,Relaxed
2025-06-16 15:54,61.0,89.4,35.5,0.097,95,20.9,4708,0.08,light walk,2022,7.93,196,8.04,1.3,1.29,2.13,55,2,27,89,9,720,62,251,38,67,nature,Relaxed
2025-06-18 14:32,63.5,67.9,35.9,0.085,97,14.9,1678,0.1,sitting,2198,14.5,399,5.16,0.89,1.62,3.22,76,1,53,55,9,134,83,290,25,25,home,Sad
2025-06-21 17:33,67.9,86.1,36.4,0.117,95,13.6,6284,0.09,light walk,1776,10.14,523,8.66,0.68,2.37,2.4,74,3,15,89,19,424,37,149,59,65,nature,Relaxed
2025-06-20 23:19,95.6,45.2,35.6,0.336,95,17.4,5837,0.05,typing,2235,8.71,386,5.82,1.53,1.21,2.1,86,2,79,30,29,314,37,137,38,70,office,Stressed
2025-06-20 07:22,73.0,106.2,36.3,0.126,99,21.4,11886,0.06,running,2988,9.73,561,8.43,0.67,1.43,2.81,55,1,19,88,11,495,62,211,30,131,beach,Happy
2025-06-18 06:56,60.4,57.0,36.1,0.073,94,15.1,3487,0.04,none,2090,5.85,592,6.35,0.51,1.59,2.14,84,1,49,31,3,329,68,267,39,5,home,Sad
2025-06-21 05:17,60.4,40.5,36.4,0.072,97,15.7,2389,0.04,none,2861,14.78,365,5.09,1.35,2.07,2.24,83,1,59,54,15,576,82,111,40,15,home,Sad
2025-06-16 16:09,65.1,61.2,36.3,0.084,99,12.7,2074,0.1,sitting,2650,7.23,208,5.6,0.84,2.21,2.3,99,2,56,34,0,732,62,152,53,27,home,Sad
2025-06-16 18:23,70.6,101.2,36.4,0.136,94,20.2,13629,0.06,running,2929,2.28,206,8.14,1.35,1.75,3.07,82,0,14,98,26,121,77,137,29,151,beach,Happy
2025-06-19 20:45,71.9,108.3,35.6,0.131,94,12.1,14505,0.11,dancing,2642,14.65,281,8.67,1.23,2.33,2.91,99,1,11,98,9,432,33,192,39,125,gym,Happy
2025-06-16 20:32,67.0,107.0,36.2,0.116,100,16.2,12605,0.06,cycling,2019,1.93,398,7.7,1.6,2.44,2.59,60,4,16,83,21,197,52,100,24,106,beach,Happy
2025-06-20 09:03,98.3,44.7,36.4,0.369,94,14.5,4564,0.03,typing,1524,9.17,327,5.23,1.47,1.71,2.3,79,2,76,41,9,683,96,290,59,81,office,Stressed
2025-06-17 22:46,103.8,48.6,36.3,0.234,94,21.1,5440,0.03,walking,1894,7.49,306,5.07,0.55,1.06,2.71,100,0,87,44,25,282,95,195,26,51,office,Stressed
2025-06-18 17:49,67.5,43.6,35.8,0.074,100,12.8,3846,0.1,sitting,1972,7.84,467,5.51,1.16,2.24,3.18,59,0,59,38,0,428,95,255,36,30,home,Sad
2025-06-22 09:51,82.1,62.7,36.1,0.151,96,16.0,4766,0.04,none,2215,6.8,341,4.24,1.3,1.19,2.65,55,4,54,33,15,439,77,249,27,36,home,Tired
2025-06-19 20:50,60.3,54.7,36.4,0.089,94,13.9,2224,0.05,sitting,2344,9.12,308,5.52,1.55,1.61,2.69,56,0,57,55,4,766,100,81,57,27,home,Sad
2025-06-20 10:23,107.2,32.0,36.0,0.341,99,19.6,3055,0.09,typing,1612,14.97,580,5.03,1.08,1.16,3.1,60,1,91,45,30,307,76,96,53,59,office,Stressed
2025-06-21 07:42,80.1,77.0,35.6,0.162,93,15.3,2072,0.07,standing,2492,10.92,591,4.77,0.82,1.35,2.7,82,2,53,34,24,317,40,211,56,18,home,Tired
2025-06-17 07:25,66.2,107.3,36.3,0.122,97,12.6,10188,0.06,dancing,1801,4.61,495,8.38,0.7,1.1,2.12,58,0,25,94,16,336,77,239,48,174,park,Happy
2025-06-17 10:02,61.0,64.0,35.7,0.094,93,15.4,3408,0.05,sitting,1556,2.13,490,5.45,1.07,1.48,2.88,57,2,52,40,2,710,95,295,53,2,home,Sad
2025-06-18 21:59,58.5,94.1,36.4,0.107,96,20.5,4635,0.12,yoga,2488,2.7,279,8.08,1.49,2.3,3.43,85,1,10,92,10,302,82,295,41,59,nature,Relaxed
2025-06-18 08:17,64.1,52.9,35.7,0.082,95,16.6,3499,0.1,none,2804,13.12,277,6.23,1.75,1.88,3.37,63,0,51,42,9,120,87,170,45,11,home,Sad
2025-06-16 11:36,71.7,93.7,36.2,0.129,96,15.0,9370,0.07,cycling,1748,11.68,357,7.87,1.72,2.03,2.63,94,1,19,88,29,387,65,141,38,151,beach,Happy
2025-06-17 20:29,66.8,69.4,36.1,0.08,96,19.6,2875,0.1,none,1973,10.47,449,6.12,1.28,2.05,2.64,63,4,54,31,11,115,70,291,58,6,home,Sad
2025-06-17 12:01,74.3,110.4,36.0,0.113,95,12.9,9592,0.11,running,2029,5.34,284,8.77,0.75,1.53,3.23,92,2,10,90,20,664,79,295,25,171,gym,Happy
2025-06-22 18:41,98.3,45.0,36.4,0.329,95,21.6,5670,0.05,walking,2866,12.63,202,4.79,1.13,2.41,2.79,84,4,75,47,3,683,84,81,56,87,office,Stressed
2025-06-17 11:05,60.0,63.6,36.1,0.105,100,21.9,3893,0.08,sitting,2281,2.9,524,6.44,1.47,1.2,2.16,87,2,43,42,12,440,47,238,34,17,home,Sad
2025-06-20 01:34,81.3,71.3,35.6,0.123,100,12.4,4497,0.08,none,1875,12.71,597,4.2,0.66,1.06,3.02,62,4,52,41,20,575,98,61,32,34,home,Tired
2025-06-22 09:19,62.2,91.5,36.2,0.109,96,12.8,4812,0.11,meditation,1586,2.02,437,7.74,1.11,1.12,3.28,94,1,29,82,19,353,34,295,59,52,home,Relaxed
2025-06-19 12:22,67.3,115.7,35.9,0.123,97,14.1,12104,0.1,cycling,2649,7.97,358,8.09,1.05,1.89,3.41,60,3,30,93,14,736,31,265,42,105,park,Happy
2025-06-18 22:44,65.8,45.2,36.3,0.076,100,16.1,2697,0.11,none,2833,11.12,373,6.05,1.19,1.51,2.58,100,3,48,57,7,750,62,273,27,27,home,Sad
2025-06-22 11:24,71.2,100.9,36.4,0.118,99,15.5,12148,0.11,running,2570,1.99,502,8.72,1.54,1.59,3.28,69,2,28,84,18,263,44,203,54,109,beach,Happy
2025-06-18 13:58,61.9,58.2,36.2,0.077,98,21.0,2424,0.1,sitting,2054,11.43,476,5.04,0.99,1.56,2.22,100,4,52,39,30,554,95,299,22,2,home,Sad
2025-06-19 21:43,93.2,24.0,36.2,0.26,95,12.1,5968,0.1,typing,2108,13.12,541,5.94,1.78,2.4,2.39,55,2,88,30,23,534,38,98,31,51,office,Stressed
2025-06-16 09:25,90.0,23.6,35.7,0.228,95,16.8,3609,0.1,typing,2390,2.52,396,5.96,1.44,2.0,2.54,73,0,90,42,16,485,63,277,24,58,office,Stressed
2025-06-18 17:38,78.7,68.1,36.2,0.178,98,18.7,2933,0.07,none,2778,5.75,558,5.38,1.53,1.23,3.0,62,1,56,34,27,356,64,246,34,31,office,Tired
2025-06-16 09:31,82.9,79.3,36.1,0.134,97,18.6,4831,0.08,standing,2132,12.42,496,4.66,1.45,2.22,2.35,76,1,63,44,25,319,97,175,41,31,office,Tired
2025-06-20 03:06,62.8,94.8,35.9,0.108,94,13.4,5957,0.11,yoga,1500,8.8,184,8.68,1.53,1.22,3.45,69,2,16,84,20,583,48,241,49,66,nature,Relaxed
2025-06-18 21:47,61.9,42.3,35.6,0.086,96,17.0,2684,0.05,none,2430,13.32,377,6.47,1.43,2.36,3.19,87,4,46,38,27,238,33,178,29,7,home,Sad
2025-06-17 09:11,70.8,109.8,35.5,0.135,100,18.9,11977,0.1,running,2942,12.57,290,7.7,1.61,1.74,3.35,73,3,24,84,18,586,96,173,56,167,beach,Happy
2025-06-19 19:02,62.7,101.1,36.4,0.101,94,13.0,6995,0.12,yoga,2798,3.71,409,7.78,1.13,1.74,3.3,67,0,30,75,17,646,42,206,34,67,home,Relaxed
2025-06-18 08:06,60.6,64.1,36.2,0.108,97,12.3,2080,0.06,sitting,2481,12.59,422,5.68,1.5,2.16,2.3,93,1,55,36,10,209,73,192,48,23,home,Sad
2025-06-16 23:20,70.8,117.0,36.2,0.104,94,19.3,10419,0.09,running,2406,7.44,592,8.6,1.54,1.63,3.03,82,3,11,95,11,262,33,218,32,131,park,Happy
2025-06-19 08:08,92.4,36.3,35.8,0.366,94,21.5,4941,0.11,walking,2591,13.71,482,5.42,1.05,2.14,2.83,86,4,97,48,4,151,42,108,48,75,office,Stressed
2025-06-22 03:15,67.4,91.9,36.2,0.098,98,20.9,6594,0.1,yoga,2253,4.28,195,8.4,1.1,1.51,3.44,91,3,20,80,3,635,73,199,35,75,home,Relaxed
2025-06-22 17:03,67.4,91.6,35.7,0.093,94,16.4,5897,0.12,light walk,2858,7.82,397,8.57,0.75,1.43,3.22,92,4,17,84,7,557,59,257,55,54,nature,Relaxed
2025-06-17 23:17,65.6,42.3,35.8,0.1,96,18.9,1771,0.1,sitting,2096,8.38,448,5.48,1.1,1.8,3.48,63,3,56,53,25,379,97,164,54,13,home,Sad
2025-06-19 00:59,84.3,57.9,35.5,0.162,98,12.7,3474,0.1,none,2422,11.69,201,5.17,0.88,2.15,2.01,98,4,70,49,16,164,92,60,25,31,home,Tired
2025-06-19 23:52,66.9,98.4,36.2,0.096,99,16.3,4589,0.09,meditation,2385,10.9,489,8.26,1.73,1.14,3.09,65,2,30,92,12,739,82,153,47,67,home,Relaxed
2025-06-18 13:28,85.7,43.8,35.6,0.274,95,13.8,3461,0.04,typing,2910,10.72,564,4.69,1.59,2.42,2.89,86,2,99,37,0,130,30,280,43,75,office,Stressed
2025-06-16 08:30,109.8,39.7,36.0,0.388,95,17.1,3603,0.11,walking,1601,2.06,199,5.83,1.4,1.13,3.24,62,0,77,34,5,418,47,161,29,60,office,Stressed
2025-06-17 20:36,69.1,90.7,35.9,0.127,95,16.9,13139,0.07,running,2152,4.34,269,8.76,0.64,2.06,3.32,76,0,14,91,13,670,90,160,57,113,park,Happy
2025-06-16 12:34,100.3,30.6,36.0,0.28,96,12.6,5724,0.11,typing,2978,4.3,226,5.35,1.64,1.59,3.36,69,2,100,38,15,486,65,163,23,97,office,Stressed
2025-06-22 03:54,60.2,105.9,36.1,0.084,93,18.5,6411,0.03,yoga,2250,12.39,592,8.44,0.91,1.78,3.29,68,4,12,94,7,749,81,116,50,72,home,Relaxed
2025-06-17 07:26,76.8,74.8,35.8,0.146,100,13.0,2047,0.12,none,2008,1.61,563,5.65,1.74,1.96,2.64,69,3,70,58,13,135,76,64,46,20,office,Tired
2025-06-18 18:30,58.0,97.7,35.8,0.081,96,16.8,5946,0.07,light walk,2548,5.73,335,8.03,0.99,1.15,2.82,59,1,24,84,18,207,74,269,35,52,nature,Relaxed
2025-06-20 16:52,68.2,115.2,36.1,0.096,94,21.9,10703,0.06,dancing,1635,8.13,473,8.23,1.11,1.06,3.06,68,3,11,88,6,169,43,250,39,154,gym,Happy
2025-06-16 18:23,62.7,106.7,35.6,0.105,100,17.7,4411,0.07,meditation,1901,1.76,376,8.0,1.76,1.6,2.88,98,2,20,96,25,793,79,161,26,80,nature,Relaxed
2025-06-20 04:27,106.0,36.9,35.7,0.268,99,18.2,3955,0.09,walking,2155,1.61,455,4.75,1.14,2.37,2.2,94,3,93,34,26,242,59,127,25,53,office,Stressed
2025-06-18 17:36,77.0,57.2,36.4,0.158,99,19.1,4321,0.06,standing,2703,13.25,496,5.87,1.55,1.26,2.11,71,2,61,31,1,124,51,274,59,32,home,Tired
2025-06-21 07:20,73.2,94.2,35.7,0.133,97,16.7,11941,0.04,dancing,2245,4.23,561,7.82,0.81,1.96,2.81,59,2,20,95,0,384,46,283,31,163,park,Happy
2025-06-21 22:20,64.4,101.5,35.9,0.105,97,14.2,6072,0.11,light walk,2344,9.81,213,7.5,0.83,2.13,2.77,93,0,30,77,11,778,60,192,22,54,home,Relaxed
2025-06-20 16:04,62.1,55.8,36.0,0.091,93,12.2,3487,0.09,none,2640,11.88,549,5.35,1.35,1.64,2.01,93,2,54,51,5,441,34,219,34,12,home,Sad
2025-06-21 10:13,109.4,36.1,36.5,0.257,99,15.3,3810,0.06,walking,2883,13.22,327,5.76,1.15,2.41,2.29,79,4,77,32,10,594,32,165,47,58,office,Stressed
2025-06-21 05:18,61.9,63.2,36.1,0.081,99,17.6,2462,0.05,sitting,2465,5.02,365,5.7,0.54,2.42,3.02,82,2,60,34,2,665,54,91,36,4,home,Sad
2025-06-16 15:40,68.2,41.3,36.2,0.101,97,16.6,2781,0.05,sitting,2499,7.69,553,5.2,1.33,1.66,2.05,87,2,42,53,19,620,54,68,30,27,home,Sad
2025-06-17 11:07,66.3,95.2,36.4,0.103,95,19.8,6417,0.09,meditation,1575,7.68,467,8.79,0.67,1.8,2.33,67,1,23,73,18,267,88,211,50,56,home,Relaxed
2025-06-17 13:28,102.3,37.0,36.2,0.345,98,13.3,4322,0.1,walking,2702,3.47,378,4.69,0.72,1.43,2.18,60,0,88,40,12,436,97,146,20,78,office,Stressed
2025-06-16 17:04,59.9,105.9,35.7,0.109,93,12.6,5244,0.06,meditation,1999,4.85,186,7.5,1.0,1.91,2.56,67,0,11,87,28,300,31,230,22,61,nature,Relaxed
2025-06-22 16:23,71.0,70.9,36.2,0.166,98,21.1,2537,0.1,none,1891,9.25,308,4.83,1.62,1.46,3.48,64,4,69,49,30,358,53,101,30,18,office,Tired
2025-06-21 21:42,66.1,62.6,35.6,0.1,100,13.3,3201,0.05,none,2470,13.57,304,6.42,1.75,1.01,2.37,86,2,53,39,8,126,44,146,43,7,home,Sad
2025-06-18 02:17,85.9,24.5,36.1,0.328,100,20.5,5259,0.07,walking,2765,4.44,360,5.79,0.77,2.2,3.34,90,1,92,36,0,486,75,149,52,90,office,Stressed
2025-06-21 20:00,68.1,59.9,36.2,0.072,100,21.7,3547,0.05,none,1845,13.68,516,5.7,0.94,1.08,2.12,95,0,60,36,0,546,75,299,46,17,home,Sad
2025-06-21 13:54,62.9,64.4,36.4,0.075,100,17.8,2641,0.03,sitting,2795,13.14,244,5.45,1.52,1.66,3.13,67,4,48,43,19,366,44,74,39,11,home,Sad
2025-06-17 04:19,58.8,106.4,35.9,0.084,95,16.9,4000,0.04,light walk,2876,2.69,449,8.59,0.83,2.07,2.76,57,4,16,97,3,408,97,193,39,54,home,Relaxed
2025-06-21 08:49,93.7,45.6,36.2,0.361,94,21.2,3766,0.04,typing,1961,3.06,454,5.14,0.51,1.53,2.45,82,2,100,42,11,718,57,91,30,67,office,Stressed
2025-06-19 09:25,73.1,109.1,36.4,0.096,95,19.9,12182,0.07,cycling,1773,7.51,231,8.99,0.72,1.66,2.67,91,0,24,82,28,329,67,68,30,163,park,Happy
2025-06-18 10:34,67.6,66.1,36.0,0.081,95,18.8,2749,0.04,sitting,1626,1.69,266,6.29,1.42,2.47,2.75,77,1,55,30,23,699,76,140,41,5,home,Sad
2025-06-18 05:19,65.8,96.8,36.3,0.123,98,14.9,13381,0.1,running,2352,2.2,383,8.92,1.17,1.58,3.15,83,1,10,81,6,129,71,234,28,152,beach,Happy
2025-06-16 07:41,67.5,105.6,35.8,0.093,100,12.6,4943,0.03,yoga,2953,2.63,267,8.02,1.72,1.3,2.35,94,3,23,81,5,396,69,289,48,57,home,Relaxed
2025-06-20 14:53,81.0,59.9,35.8,0.139,96,13.7,4425,0.04,none,1851,8.1,221,4.51,0.72,1.26,2.76,71,4,66,46,28,196,30,105,54,36,home,Tired
2025-06-19 23:32,72.5,116.9,35.9,0.103,93,19.2,11162,0.11,dancing,2574,4.27,307,8.43,1.17,1.31,2.82,92,3,12,97,28,298,57,211,48,128,park,Happy
